NAME,LATDD,LONGDD,IS_DUPLICATE,VILLA
AORANAM,-0.7,34.6,1,AORANAM
APACH,1.85,36.52,1,APACH
APAIGIRON,3.1,34.68,1,APAIGIRON
APAMA,0.57,34.15,1,APAMA
APARAKASWA,2.07,35.2,1,APARAKASWA
APATIT,0.58,34.23,1,APATIT
APEGEI,0.55,34.2,1,APEGEI
APEGEI,0.55,34.2,2,APEGEI
APEGEI,0.53,34.18,3,APEGEI
APIRRA,3.98,34.45,1,APIRRA
APOKOR,0.53,34.27,1,APOKOR
APOKORSUBLOCATION,0.52,34.23,1,APOKORSUBLOCATION
APONDOKOJWACH,-0.52,34.8,1,APONDOKOJWACH
APOW,3.78,34.6,1,APOW
APUKE,2.28,35.22,1,APUKE
APUKU,-0.37,34.8,1,APUKU
ARABTIRS,4.27,36.87,1,ARABTIRS
ARABTIRS,4.27,36.87,2,ARABTIRS
ARABUKO,-3.25,39.97,1,ARABUKO
ARABUKOSOKOKEFOREST,-3.03,39.87,1,ARABUKOSOKOKEFOREST
ARADI,2.92,40.57,1,ARADI
ARAGE,2.1,37.02,1,ARAGE
ARAM,-0.22,34.03,1,ARAM
ARAMA,0.03,35.63,1,ARAMA
ARAMBE,-1.03,34.57,1,ARAMBE
ARAMBE,-0.93,34.57,2,ARAMBE
ARAMBE,-0.93,34.57,3,ARAMBE
ARANO,3.02,37.77,1,ARANO
ARARAISWAMP,0.07,35.98,1,ARARAISWAMP
ARARAISWAMP,0.07,35.98,2,ARARAISWAMP
ARARANGA,-0.78,35.6,1,ARARANGA
ARAU,1.58,35.45,1,ARAU
ARBAJAHAN,2.1,38.95,1,ARBAJAHAN
ARBASOKA KUBI,3.47,39.02,1,ARBASOKA KUBI
ARBO,1.63,40.03,1,ARBO
ARBODI,1.12,40.27,1,ARBODI
ARBOLA,1.47,38.65,1,ARBOLA
ARBOLA,1.47,38.65,2,ARBOLA
ARBORETUM,-1.27,36.8,1,ARBORETUM
ARBOTEI,3.18,39.25,1,ARBOTEI
ARCADIEESTATE,-1.02,36.88,1,ARCADIEESTATE
ARCHERSPOST,0.65,37.68,1,ARCHERSPOST
ARDABADANA,0.73,38.23,1,ARDABADANA
ARDAHALO,3.9,40.18,1,ARDAHALO
ARDENCAPLEFARM,0.08,37.27,1,ARDENCAPLEFARM
ADI WAR,1.72,40.47,1,ADI WAR
ADI WAR,1.72,40.47,2,ADI WAR
ARE,-3.8,38.65,1,ARE
ARENGAN NGIMORU,3.2,35.48,1,ARENGAN NGIMORU
ARGANI,1.07,40.37,1,ARGANI
ARGE,2.15,36.98,1,ARGE
ARGE,2.15,36.98,2,ARGE
ARGUTPASS,1.07,35.22,1,ARGUTPASS
ARIA LAGA,3.45,38.77,1,ARIA LAGA
ARIONOMUR,2.42,35.38,1,ARIONOMUR
ARITI,-2.52,40.3,1,ARITI
ARIYA,3.52,38.73,1,ARIYA
ARIYAU,1.68,35.2,1,ARIYAU
ARIYAU,1.68,35.2,2,ARIYAU
ARIYAU,1.08,35.23,3,ARIYAU
ARIYAU,1.08,35.23,4,ARIYAU
ARIYO GOD,-0.52,34.03,1,ARIYO GOD
ARIYO GODE,-0.52,34.35,1,ARIYO GODE
ARIYO GODE,-0.52,34.35,2,ARIYO GODE
ARIYO GODE,-0.52,34.35,3,ARIYO GODE
ARIYO GODE,-0.52,34.35,4,ARIYO GODE
ARLILO LAGA,2.58,38.25,1,ARLILO LAGA
ARMASARIDGE,0.92,39.02,1,ARMASARIDGE
ARNESENFARM,0.22,35.43,1,ARNESENFARM
AROBOBUCH,0.82,35.42,1,AROBOBUCH
AROBOBUCH,0.82,35.42,2,AROBOBUCH
AROGA,1.78,35.07,1,AROGA
ARORR,1.62,35.63,1,ARORR
ARORR,1.62,35.63,2,ARORR
AROR,0.95,35.63,1,AROR
AROR,0.95,35.63,2,AROR
ARORR,1.62,35.53,3,ARORR
ARORR,1.62,35.53,4,ARORR
ARORR,1.62,35.53,5,ARORR
AROSEN,-1.95,40.72,1,AROSEN
AROSEN,-1.92,40.75,2,AROSEN
AROSS OLKEJU,-1.72,36.27,1,AROSS OLKEJU
ARRIO,1.85,35.25,1,ARRIO
ARROI,-2.03,37.3,1,ARROI
AROKIET,-0.62,35.07,1,AROKIET
AROKIET,-0.62,35.07,2,AROKIET
ARSAABULA,3.28,39.07,1,ARSAABULA
ARSIM,1.8,37.2,1,ARSIM
ARSIM,1.8,37.2,2,ARSIM
ARTHURSSEAT,-0.15,37.3,1,ARTHURSSEAT
ARO KUBI,0.58,38.23,1,ARO KUBI
ARO KUBI,0.58,38.23,2,ARO KUBI
ARUBA,-3.27,38.88,1,ARUBA
ARUBA,1.08,36.47,2,ARUBA
ARUBA,1.92,36.43,3,ARUBA
ARUBADAM,-3.35,38.82,1,ARUBADAM
ARUBALODGE,-3.35,38.82,1,ARUBALODGE
ARUBAROCK,1.92,36.45,1,ARUBAROCK
ARUS,0.02,35.97,1,ARUS
ARUS,0.02,35.97,2,ARUS
ARUSI,3.87,37.35,1,ARUSI
ARUSI,3.87,37.35,2,ARUSI
ARWOS,0.2,35.2,1,ARWOS
ARWOS,0.2,35.23,2,ARWOS
ARWOS,0.2,35.18,3,ARWOS
ASA,-2.25,40.07,1,ASA
ASA,-2.25,40.07,2,ASA
ASA,-2.08,39.43,3,ASA
ASA,-2.08,39.43,4,ASA
ASA,-2.08,39.43,5,ASA
ASA,-2.08,39.43,6,ASA
ASANGOSUBLOCATION,0.23,34.03,1,ASANGOSUBLOCATION
ASAR OLKEJU,-1.63,35.63,1,ASAR OLKEJU
ASAR OLKEJU,-1.63,35.63,2,ASAR OLKEJU
ASARIT EMURUA,1.6,36.58,1,ASARIT EMURUA
ASASUM,1.88,35.58,1,ASASUM
ASAWO,-0.03,35.58,1,ASAWO
ASAWO,-0.03,35.58,2,ASAWO
ASAWO,-0.3,34.93,3,ASAWO
ASAWO,-0.3,34.93,4,ASAWO
ASAYISUBLOCATION,0.1,34.38,1,ASAYISUBLOCATION
ASEBA OLDOINYO,-2.03,37.63,1,ASEBA OLDOINYO
ASEGO,-0.53,34.47,1,ASEGO
ASEMBO,-0.18,34.38,1,ASEMBO
ASEMBOBAY,-0.22,34.37,1,ASEMBOBAY
ASEMBOBAY,-0.22,34.37,2,ASEMBOBAY
ASEMBOLOCATION,-0.13,34.37,1,ASEMBOLOCATION
ASEMBOLOCATION,-0.13,34.37,2,ASEMBOLOCATION
ASHARBIT,3.53,40.87,1,ASHARBIT
ASIE,2.97,37.1,1,ASIE
ASILAN,2.25,35.02,1,ASILAN
ASILLE,4.3,36.53,1,ASILLE
ASINA,-0.52,34.32,1,ASINA
ASINGE,0.55,34.17,1,ASINGE
ASINGE,0.57,34.18,2,ASINGE
ASPEN,-2.47,37.02,1,ASPEN
ASSURR,-1.08,35.13,1,ASSURR
ASTRAFARM,-1.7,37.1,1,ASTRAFARM
ASUMBI,-0.62,34.62,1,ASUMBI
ASURE,-1.98,35.87,1,ASURE
ASURURIET,0.27,35.3,1,ASURURIET
ATAGIRION,1.85,36.72,1,ATAGIRION
ATAJA,1.3,34.95,1,ATAJA
ATARA,-0.38,34.28,1,ATARA
ATEAD,1.85,35.18,1,ATEAD
ATEBWOSUBLOCATION,-0.85,35.47,1,ATEBWOSUBLOCATION
ACHEKAPENYA,2.92,35.07,1,ACHEKAPENYA
ACHEKAPENYA,2.92,35.07,2,ACHEKAPENYA
ACHEKAPENYA,2.92,35.07,3,ACHEKAPENYA
ATELA,-0.42,35.07,1,ATELA
ATELAITI,0.53,34.22,1,ATELAITI
ATELAITI,0.53,34.2,2,ATELAITI
ATETA,2.15,34.97,1,ATETA
ATHANJASUBLOCATION,0.2,37.8,1,ATHANJASUBLOCATION
ATHENOHILLS,3.07,35.07,1,ATHENOHILLS
ATHERU,0.3,37.97,1,ATHERU
ATHERURUUJINE,0.3,37.97,1,ATHERURUUJINE
ATHERURUUJINESUBLOCATION,0.3,37.97,1,ATHERURUUJINESUBLOCATION
ATHI,-2.2,38.05,1,ATHI
ATHI,-2.2,38.05,2,ATHI
ATHI,-2.27,38.07,3,ATHI
ATHI,-2.98,38.52,4,ATHI
ATHIBASIN,-1.4,36.9,1,ATHIBASIN
ATHIBASIN,-1.4,36.9,2,ATHIBASIN
ATHINAI,-0.07,35.98,1,ATHINAI
ATHINAIESTATE,-0.05,35.98,1,ATHINAIESTATE
ATHINAISISALFACTORY,-0.03,35.97,1,ATHINAISISALFACTORY
ATHINGASUBLOCATION,0.18,37.8,1,ATHINGASUBLOCATION
ATHIPLAIN,-1.42,36.88,1,ATHIPLAIN
ATHIPLAIN,-1.42,36.88,2,ATHIPLAIN
ATHIRIVER,-1.45,36.98,1,ATHIRIVER
ATHIRIVERPRISON,-1.47,36.95,1,ATHIRIVERPRISON
ATHIRIVERSISALESTATE,-1.43,37.03,1,ATHIRIVERSISALESTATE
ATHIRUGAITI,0.22,37.97,1,ATHIRUGAITI
ATHITINI,0.25,37.08,1,ATHITINI
ATHITIVASCHEME,-1.73,37.9,1,ATHITIVASCHEME
ATHWANASUBLOCATION,0.1,37.85,1,ATHWANASUBLOCATION
ATIARSUBLOCATION,0.87,35.07,1,ATIARSUBLOCATION
ATIR,2.28,35.32,1,ATIR
ATOT,2.2,34.97,1,ATOT
ATTILILI,-2.05,38.55,1,ATTILILI
AUANAPARAN,2.43,36.07,1,AUANAPARAN
AUGICHA,2.58,37.8,1,AUGICHA
AUGO,-0.08,34.38,1,AUGO
AUGO,-0.08,34.38,2,AUGO
AUKISUBLOCATION,0.2,37.92,1,AUKISUBLOCATION
AURARE,-2.15,40.7,1,AURARE
AUSMADULI,2.27,40.53,1,AUSMADULI
AUWERIWERI,2.23,35.87,1,AUWERIWERI
AUWERIWERI,2.23,35.87,2,AUWERIWERI
AUWERIWERI,2.23,35.87,3,AUWERIWERI
AVEBURYESTATE,-0.08,35.55,1,AVEBURYESTATE
AWACH,-0.23,34.95,1,AWACH
AWACHTENDE,-0.48,34.62,1,AWACHTENDE
AWADALADU,-2.6,39.7,1,AWADALADU
AWADALADU,-2.6,39.7,2,AWADALADU
AWALABDULLA,3.93,41.35,1,AWALABDULLA
AWANYAPARAN,2.42,35.02,1,AWANYAPARAN
AWARAPLAIN,3.75,41.12,1,AWARAPLAIN
AWARAPLAIN,3.75,41.12,2,AWARAPLAIN
AWARO LAGH,1.1,40.08,1,AWARO LAGH
AWARO LAGH,1.1,40.08,2,AWARO LAGH
AWARSITU MELKA,1.18,38.9,1,AWARSITU MELKA
AWASI,-0.02,35.07,1,AWASI
AWASIMISSION,-0.02,35.08,1,AWASIMISSION
AWAUNYATUN,1.95,35.02,1,AWAUNYATUN
AWENDO,-0.9,34.53,1,AWENDO
AWENDO,-0.05,34.4,2,AWENDO
AWEYON,3.73,41.63,1,AWEYON
AWINO,-0.55,34.43,1,AWINO
AWOCHO,2.02,38.25,1,AWOCHO
AWOCHO,2.02,38.25,2,AWOCHO
AWOCHO,2.02,38.25,3,AWOCHO
AWUNDOSVILLAGE,-0.63,34.58,1,AWUNDOSVILLAGE
AYANADE,3.1,39.07,1,AYANADE
AYANGYANGISWAMP,1.92,36.08,1,AYANGYANGISWAMP
AYENAATURKAN,1.82,36.6,1,AYENAATURKAN
AYENAETUTHURU,1.57,36.07,1,AYENAETUTHURU
AYENAETUTHURU,1.6,36.63,2,AYENAETUTHURU
AYENAKWANGA,2.43,35.3,1,AYENAKWANGA
AYILEPUS,2.37,34.97,1,AYILEPUS
AYORA,-0.52,34.73,1,AYORA
AYUGIS,-0.73,34.58,1,AYUGIS
AYWAYA GOT,-0.38,34.52,1,AYWAYA GOT
AYWEYO,-0.2,34.95,1,AYWEYO
BAATA,-1.92,36.57,1,BAATA
BABOON,-0.72,35.92,1,BABOON
BABOONESCARPMENT,-1.4,36.88,1,BABOONESCARPMENT
BABOSOBLE,4.05,40.3,1,BABOSOBLE
BADAA,-1.73,41.45,1,BADAA
BADAN LAGA,3.32,39.27,1,BADAN LAGA
BADANDA,3.05,38.95,1,BADANDA
BADANDER,3.05,38.93,1,BADANDER
BADANDER,3.05,38.93,2,BADANDER
BADARERO,2.73,38.92,1,BADARERO
BADASA,2.27,38.92,1,BADASA
BADATUM,2.42,35.87,1,BADATUM
BADESA,-3.98,38.97,1,BADESA
BADGEWORTHESTATE,-1.12,36.72,1,BADGEWORTHESTATE
BADODA LAGA,3.08,39.45,1,BADODA LAGA
BADONGOSUBLOCATION,0.25,34.03,1,BADONGOSUBLOCATION
BADUSA,3.13,38.77,1,BADUSA
BAFUF,2.05,39.97,1,BAFUF
AROGBOKITCH,-0.8,40.88,1,AROGBOKITCH
AROGBOKITCH,-0.8,40.88,2,AROGBOKITCH
BAGAGA,3.55,37.87,1,BAGAGA
BAGAGE,3.38,40.2,1,BAGAGE
BAGODADAM,-4.38,39.25,1,BAGODADAM
BAHAKWENU,-3.8,39.08,1,BAHAKWENU
BAHATI,-2.63,37.97,1,BAHATI
BAHATI,-1.63,37.05,2,BAHATI
BAHATI,-0.15,36.1,3,BAHATI
BAHATI,-1.28,36.85,4,BAHATI
BAHATIESCARPMENT,-0.02,36.18,1,BAHATIESCARPMENT
BAHATIFORESTRESERVE,-0.12,36.2,1,BAHATIFORESTRESERVE
BAHATISETTLEMENT,-0.15,36.12,1,BAHATISETTLEMENT
BAHOY EMURUA,2.65,35.92,1,BAHOY EMURUA
BAHOY EMURUA,2.65,35.92,2,BAHOY EMURUA
BAHURI,0.13,39.82,1,BAHURI
BAINYNGI,0.4,37.97,1,BAINYNGI
BAIO,1.77,37.55,1,BAIO
BAIRUNI,-0.18,37.48,1,BAIRUNI
BAIXIA,-0.68,36.03,1,BAIXIA
BAJI,2.03,38.92,1,BAJI
BAJUMALI,-2.07,41.13,1,BAJUMALI
BAKAJAOBE,-0.58,40.97,1,BAKAJAOBE
BAKAL,2.65,39.97,1,BAKAL
BAKARI,-1.8,36.75,1,BAKARI
BAKTELE,-0.4,39.97,1,BAKTELE
BAKTELE,-0.4,39.97,2,BAKTELE
BALA,-0.03,34.82,1,BALA
BALA,-0.72,34.38,2,BALA
BALA,-0.72,34.38,3,BALA
BALA,-0.9,34.27,4,BALA
BALACHUROCKS,-3.03,39.23,1,BALACHUROCKS
BALACHUROCKS,-3.03,39.23,2,BALACHUROCKS
BALAGELAK,0.27,37.02,1,BALAGELAK
BALAGELAK,0.27,37.02,2,BALAGELAK
BALAGELAK,0.3,37.02,3,BALAGELAK
BALAGELAK,0.3,37.02,4,BALAGELAK
BALAGELAK,0.32,37.02,5,BALAGELAK
BALAGELAK,0.32,37.02,6,BALAGELAK
BALAL LAGA,3.42,37.25,1,BALAL LAGA
BALAL LAGA,3.42,37.25,2,BALAL LAGA
BALAL LAGA,3.42,37.25,3,BALAL LAGA
BALAL LAGA,3.42,37.25,4,BALAL LAGA
BALBALA,1.85,40.73,1,BALBALA
BALBALA,1.85,40.73,2,BALBALA
BALBALOLERA,-1.3,36.6,1,BALBALOLERA
BALDHILL,-0.28,36.77,1,BALDHILL
BALEK,-0.07,35.2,1,BALEK
BALELEGA,-0.73,38.93,1,BALELEGA
BALESA,3.03,37.03,1,BALESA
BALESA,3.03,37.03,2,BALESA
BALESA,3.6,37.37,3,BALESA
BALESA,3.6,37.37,4,BALESA
BALESA,2.23,37.93,5,BALESA
BALESA,2.23,37.93,6,BALESA
BALGUDA,-1.47,39.85,1,BALGUDA
BALGUDA,-1.47,39.08,2,BALGUDA
BALLO,2.9,36.62,1,BALLO
BALLYSTERBALLYVISTER,-0.52,35.07,1,BALLYSTERBALLYVISTER
BALOBLE,3.27,40.07,1,BALOBLE
BALOBLE,3.27,40.07,2,BALOBLE
BALOBLE,3.25,40.02,3,BALOBLE
BALOBLE,3.25,40.02,4,BALOBLE
BAMANZI,-3.87,39.18,1,BAMANZI
BAMANZI,-3.87,39.2,2,BAMANZI
BAMBA,-0.23,39.4,1,BAMBA
BAMBA,-3.52,39.47,2,BAMBA
BAMBA,-4.42,39.3,3,BAMBA
BAMBA,-4.42,39.3,4,BAMBA
BAMBA,-3.53,39.52,5,BAMBA
BAMBA,0.48,38.6,6,BAMBA
BAMBAGURARI,3.3,39.55,1,BAMBAGURARI
BABOHILLS,3.05,41.07,1,BABOHILLS
BABOHILLS,3.05,41.07,2,BABOHILLS
BABOHILLS,3.05,41.07,3,BABOHILLS
BAMBAHOLA,2.95,40.9,1,BAMBAHOLA
BAMBALOCATION,-3.05,39.25,1,BAMBALOCATION
BAMBASUBLOCATION,-3.52,39.43,1,BAMBASUBLOCATION
BAMBOOHILL,-0.28,36.55,1,BAMBOOHILL
BAMBOOHILL,-0.28,36.73,2,BAMBOOHILL
BAMBOTA,1.03,38.35,1,BAMBOTA
BAMUBAKARI ZIWALA,-2.18,40.08,1,BAMUBAKARI ZIWALA
BAN GOD,-0.52,34.52,1,BAN GOD
BANAL,3.52,38.37,1,BANAL
BANAL,3.52,38.37,2,BANAL
BANANARIDGE,0.45,37.85,1,BANANARIDGE
BANDARI,-2.18,40.82,1,BANDARI
BANDARI,-3.47,39.53,2,BANDARI
BANDARASALAMA,-3.78,39.7,1,BANDARASALAMA
BANDARASALAMA,-3.78,39.7,2,BANDARASALAMA
BANDARASALAMA,-3.78,39.7,3,BANDARASALAMA
BANDARASALAMA,-3.78,39.7,4,BANDARASALAMA
BANDARO,2.93,38.8,1,BANDARO
BANDATSAHASUBLOCATION,-4.47,39.03,1,BANDATSAHASUBLOCATION
BANDE,-1.03,34.18,1,BANDE
BANDESTATE,-1.12,36.75,1,BANDESTATE
BANGA,-4.1,39.53,1,BANGA
BANGA,-4.1,39.23,2,BANGA
BANGAL,1.75,40.03,1,BANGAL
BANGAL,1.75,40.03,2,BANGAL
BANGASUBLOCATION,-4.1,39.23,1,BANGASUBLOCATION
BANI,4.38,36.23,1,BANI
BANI,4.38,36.23,2,BANI
BANISA,3.95,40.35,1,BANISA
BANISA,3.95,40.35,2,BANISA
BANITASISALESTATE,-0.07,36.08,1,BANITASISALESTATE
BANJA,0.03,34.08,1,BANJA
BANJA,0.03,34.08,2,BANJA
BANJA,0.03,34.82,3,BANJA
BANJASUBLOCATION,0.03,34.82,1,BANJASUBLOCATION
BANO,-1.12,36.75,1,BANO
BANYA,0.77,38.13,1,BANYA
BANYA,4.45,36.25,2,BANYA
BANIA,-3.92,39.63,1,BANIA
BANIA,-3.92,39.63,2,BANIA
BANYABAIN SUGUTA,0.62,36.55,1,BANYABAIN SUGUTA
BANYABAIN SUGUTA,0.62,36.55,2,BANYABAIN SUGUTA
BANYALI,3.88,41.8,1,BANYALI
BAOFUSUBLOCATION,0.03,34.03,1,BAOFUSUBLOCATION
BAOMO,-1.92,40.13,1,BAOMO
BAOMO,-1.92,40.13,2,BAOMO
BAR,-0.03,34.68,1,BAR
BAR EL,3.2,39.45,1,BAR EL
BARACHUMA,2.53,37.98,1,BARACHUMA
BARACHUMA GOF,2.05,37.98,1,BARACHUMA GOF
BARAFIN,0.63,39.45,1,BARAFIN
BARAGET,-0.42,35.73,1,BARAGET
BARAGOI,-1.38,34.77,1,BARAGOI
BARAGOI,1.78,36.78,2,BARAGOI
BARAGOI,1.78,36.78,3,BARAGOI
BARAGOI,1.68,36.57,4,BARAGOI
BARAGULU,0.02,34.3,1,BARAGULU
BARAGUI,-0.05,37.03,1,BARAGUI
BARAGUI,-0.05,37.03,2,BARAGUI
BARAHOYO,-3.92,39.77,1,BARAHOYO
BARAHOYO,-3.93,39.77,2,BARAHOYO
BARAHOYO,-3.93,39.77,3,BARAHOYO
BARAKA,-0.2,35.03,1,BARAKA
BARAKA,-0.2,35.03,2,BARAKA
BARALATIYA,-1.72,41.35,1,BARALATIYA
BARALE,-0.08,39.97,1,BARALE
BARALE,-0.08,39.97,2,BARALE
BARAMBATE,1.38,38.15,1,BARAMBATE
BARANGI,-0.92,34.73,1,BARANGI
BARANE,-3.58,39.08,1,BARANE
BARANE,-3.58,39.08,2,BARANE
BARARANI,-3.78,39.15,1,BARARANI
BARATON,0.25,35.08,1,BARATON
BARATON,0.25,35.08,2,BARATON
BARAWA,1.35,35.38,1,BARAWA
BARAZA,-0.52,34.92,1,BARAZA
BARBARISA,2.82,39.23,1,BARBARISA
BARBERESS,0.48,37.37,1,BARBERESS
BARCHOBARCHO,2.85,37.07,1,BARCHOBARCHO
BARCHUMA MADO,1.4,38.18,1,BARCHUMA MADO
BARCHUMABODICH,1.45,38.08,1,BARCHUMABODICH
BARCHUMABODICH,1.45,38.08,2,BARCHUMABODICH
BARCHUMADIKA,1.58,38.25,1,BARCHUMADIKA
BARCHUMA,1.4,38.2,1,BARCHUMA
BARCHUMA,1.4,38.2,2,BARCHUMA
BARCHUMAGUDA,1.38,38.22,1,BARCHUMAGUDA
BARCHUMAGUDA,1.38,38.22,2,BARCHUMAGUDA
BARCHUMAHAFARI,4.3,37.12,1,BARCHUMAHAFARI
BARCHUMAHAFARI,4.3,37.12,2,BARCHUMAHAFARI
BARCHUMAHAFARI,4.3,37.12,3,BARCHUMAHAFARI
BARCHUMAHAFARI,4.3,37.12,4,BARCHUMAHAFARI
BARDAMAT,-1.28,35.37,1,BARDAMAT
BARDAMAT,-1.22,35.03,2,BARDAMAT
BARDARESUBLOCATION,0.22,34.53,1,BARDARESUBLOCATION
BARDING,0.0,34.32,1,BARDING
BARDINGSUBLOCATION,-0.03,34.25,1,BARDINGSUBLOCATION
BARENTA,0.4,37.98,1,BARENTA
BARENYIRO,1.72,36.92,1,BARENYIRO
BARGONI,-2.03,40.77,1,BARGONI
BARGONI,-2.05,40.78,2,BARGONI
BARGONI,-2.05,40.78,3,BARGONI
BARGONI MKONDO,-2.02,40.82,1,BARGONI MKONDO
BARGONI MKONDO,-2.02,40.82,2,BARGONI MKONDO
BARGONI MKONDO,-2.02,40.82,3,BARGONI MKONDO
BARICHO,-3.1,39.78,1,BARICHO
BARICHOLOCATION,-3.1,39.75,1,BARICHOLOCATION
BARICHOSUBLOCATION,-0.48,37.12,1,BARICHOSUBLOCATION
BARICHO,-0.05,37.12,2,BARICHO
BARICHO,-0.05,37.12,3,BARICHO
BARICHOSUBLOCATION,-3.1,39.78,2,BARICHOSUBLOCATION
BARICHOSUBLOCATION,-3.1,39.78,3,BARICHOSUBLOCATION
BARIGITO,-0.93,36.87,1,BARIGITO
BARINGO,0.47,35.97,1,BARINGO
BARING LAKE,0.63,36.08,1,BARING LAKE
BARING LAKE,0.63,36.08,2,BARING LAKE
BARINGODISTRICT,0.07,36.08,1,BARINGODISTRICT
BARICHO,-0.55,37.25,4,BARICHO
BARICHO,-0.55,37.25,5,BARICHO
BARICHO,-0.55,37.23,6,BARICHO
BARICHO,-0.55,37.23,7,BARICHO
BARICHO,-0.55,37.23,8,BARICHO
BARKALARE,0.03,34.52,1,BARKALARE
BARKETIEUSUBLOCATION,0.8,35.88,1,BARKETIEUSUBLOCATION
BARKISUU,-2.92,39.7,1,BARKISUU
BADOKITABU,-1.48,35.57,1,BADOKITABU
BADOKITABU,-1.48,35.57,2,BADOKITABU
BARKORWA,-0.07,34.52,1,BARKORWA
BARKOWET,0.12,34.32,1,BARKOWET
BARKOWINO,-0.12,34.27,1,BARKOWINO
BARKOWINO,-0.13,34.27,2,BARKOWINO
BARKOWINOSUBLOCATION,-0.13,34.23,1,BARKOWINOSUBLOCATION
BARKURUNYO,1.53,38.18,1,BARKURUNYO
BARKURUNYO,1.4,38.12,2,BARKURUNYO
BARLIGH,-0.2,39.47,1,BARLIGH
BARMASAT,0.07,36.05,1,BARMASAT
BAROLENGO,0.07,34.2,1,BAROLENGO
BAROLENGO,0.02,34.2,2,BAROLENGO
BARONEMILEESTATE,0.32,35.25,1,BARONEMILEESTATE
BARRDENA,0.63,38.03,1,BARRDENA
BARRIKON NDOINYO,-1.97,36.9,1,BARRIKON NDOINYO
BARSALINGA,0.92,37.1,1,BARSALINGA
BARSALINGA,0.78,37.1,2,BARSALINGA
BARSALINGA,0.88,37.13,3,BARSALINGA
BARSALINGA,0.88,37.13,4,BARSALINGA
BARSALOI,1.03,36.87,1,BARSALOI
BARSALOI,1.48,36.98,2,BARSALOI
BARSEMOI,0.55,35.9,1,BARSEMOI
BARSUBLOCATION,0.03,34.3,1,BARSUBLOCATION
BARTABWA,0.08,35.8,1,BARTABWA
BARTAGUET,1.92,36.93,1,BARTAGUET
BARTIMARO,-2.3,36.77,1,BARTIMARO
BARTOLIMO,0.68,35.82,1,BARTOLIMO
BARTOLIMOSUBLOCATION,0.68,35.85,1,BARTOLIMOSUBLOCATION
BARTUK,1.02,36.62,1,BARTUK
BARUA,1.35,35.38,1,BARUA
BARUASUBLOCATION,1.03,35.38,1,BARUASUBLOCATION
BARUKU,-0.27,36.23,1,BARUKU
BARWESA,0.72,35.68,1,BARWESA
BARWESA,0.72,35.68,2,BARWESA
BARWESA,0.72,35.73,3,BARWESA
BARWESA,0.72,35.73,4,BARWESA
BASE,-0.05,38.7,1,BASE
BASHWANI,-2.22,40.8,1,BASHWANI
BATA,-1.37,41.23,1,BATA
BATABONASUBLOCATION,0.02,34.07,1,BATABONASUBLOCATION
BATANA LAGA,0.72,37.92,1,BATANA LAGA
BATANA LAGA,0.55,37.9,2,BATANA LAGA
BATANI,-3.9,39.6,1,BATANI
BATANISUBLOCATION,-3.9,39.6,1,BATANISUBLOCATION
BATEILOCATION,1.42,35.03,1,BATEILOCATION
BATESUBLOCATION,-3.12,39.97,1,BATESUBLOCATION
BATESUBLOCATION,-3.18,39.93,2,BATESUBLOCATION
BATHI,-0.95,36.63,1,BATHI
BATHI,-0.95,36.63,2,BATHI
BATHI,-1.03,36.77,3,BATHI
BATHI,-1.03,36.77,4,BATHI
BATHISUBLOCATION,-0.97,36.63,1,BATHISUBLOCATION
BATIAN,-0.15,37.3,1,BATIAN
BAURE,-1.72,40.97,1,BAURE
BAUWA,1.03,36.08,1,BAUWA
BAUWA,3.07,37.03,2,BAUWA
BAUWA,1.07,36.77,3,BAUWA
BAUWA,1.07,36.77,4,BAUWA
BAUWA,1.02,36.78,5,BAUWA
BAVIGITO,-0.93,36.87,1,BAVIGITO
BAZO,-4.07,39.22,1,BAZO
BEACONHILL,-0.27,36.52,1,BEACONHILL
BEACONRANCH,-1.4,36.93,1,BEACONRANCH
BEACONRANCH,-1.4,36.93,2,BEACONRANCH
BECHOTRANGE,0.4,36.08,1,BECHOTRANGE
BEDZOMBOSUBLOCATION,-3.7,39.77,1,BEDZOMBOSUBLOCATION
BEDZOMBOSUBLOCATION,-3.7,39.77,2,BEDZOMBOSUBLOCATION
BEEMOI,0.05,35.78,1,BEEMOI
BEGURO,-3.93,39.62,1,BEGURO
BEGURO,-3.93,39.62,2,BEGURO
BEGUYUDAM,-3.98,39.18,1,BEGUYUDAM
BEI EL,1.7,40.1,1,BEI EL
BEI EL,1.7,40.1,2,BEI EL
BEKAYI,0.5,34.2,1,BEKAYI
BEKIBON,0.03,35.88,1,BEKIBON
BEKIBONSUBLOCATION,0.03,35.88,1,BEKIBONSUBLOCATION
BELACHAT,0.07,36.88,1,BELACHAT
BELACHAT,0.07,36.88,2,BELACHAT
BELACHAT,0.07,36.88,3,BELACHAT
BELASOCANAL,-2.52,40.37,1,BELASOCANAL
BELASOCANAL,-2.52,40.37,2,BELASOCANAL
BELEBELE,-2.02,40.82,1,BELEBELE
BELEWA,-3.95,39.63,1,BELEWA
BELGUTNUMBERONELOCATION,-0.03,35.02,1,BELGUTNUMBERONELOCATION
BELLEVUE,-0.23,36.72,1,BELLEVUE
BELLEVUEESTATE,-0.18,36.85,1,BELLEVUEESTATE
BELVEDEREESTATE,-1.25,36.07,1,BELVEDEREESTATE
BELVUEROAD,-0.02,36.8,1,BELVUEROAD
